account_id,account_age_days,has_profile_pic,has_bio,has_profile_bio_combined,followers,following,follower_following_ratio,num_posts,sleep_inactivity_window,interaction_time_variance,comment_template_reuse_rate,account_age_activity_ratio,burst_engagement_score,posting_time_entropy,comment_vocabulary_size,follower_growth_pattern,like_comment_ratio,hashtag_reuse_rate,username_digit_ratio,mutual_follower_ratio,night_activity_ratio,coordinated_posting_score,comment_relevance_score,content_diversity_score,follow_unfollow_churn_rate,ghost_follower_percentage,is_bot
user_003999,694,1,1,1,1044,525,1.9886,720,1,0.7026,0.1373,0.9626,7.96,0.6593,994,0.1551,13.92,0.3559,0.1959,0.4277,0.2368,0.0949,0.6613,0.6374,0.1569,0.0524,0
user_004000,727,0,1,0,2682,1382,1.9407,541,0,0.6686,0.0846,1.3413,6.57,0.7169,1971,0.1346,4.37,0.3004,0.054,0.6898,0.0974,0.2059,0.7422,0.6316,0.227,0.2081,0
user_004001,152,0,0,0,82,3093,0.0265,9,0,0.2334,0.8803,15.2,19.26,0.3211,123,0.8068,0.78,0.772,0.6629,0.0328,0.3084,0.6268,0.2998,0.3122,0.6626,0.5351,1
user_004002,1504,1,1,1,201,826,0.2433,712,1,0.8688,0.2215,2.1094,1.15,0.7552,833,0.2138,9.66,0.1323,0.0078,0.5169,0.0729,0.1128,0.774,0.7216,0.2276,0.2425,0
user_004003,117,1,1,1,300,4995,0.0601,5,0,0.2277,0.8362,19.5,17.0,0.3639,82,0.7671,1.96,0.8636,0.6084,0.1484,0.6026,0.6424,0.3973,0.2494,0.6198,0.727,1
user_004004,637,1,0,0,791,745,1.0617,239,1,0.7544,0.222,2.6542,2.22,0.9048,1249,0.3883,12.23,0.1073,0.152,0.6401,0.1213,0.1316,0.7483,0.7632,0.1451,0.1512,0
user_004005,83,0,0,0,126,974,0.1294,17,0,0.2503,0.8978,4.6111,42.91,0.2117,48,0.8734,1.39,0.7938,0.3275,0.0483,0.5811,0.6845,0.2366,0.2337,0.7684,0.5037,1
user_004006,208,1,0,0,2163,534,4.0506,805,1,0.7682,0.1659,0.2581,3.12,0.6002,1117,0.2217,13.82,0.3439,0.1606,0.5256,0.1293,0.0831,0.9415,0.6627,0.113,0.2029,0
user_004007,249,1,1,1,2566,965,2.6591,68,1,0.8489,0.2748,3.6087,6.52,0.8473,1685,0.1627,6.4,0.1226,0.0516,0.5176,0.2407,0.0817,0.755,0.8628,0.2484,0.0882,0
user_004008,452,1,1,1,1536,688,2.2326,709,1,0.6147,0.1679,0.6366,4.75,0.8232,1768,0.2996,14.43,0.1188,0.0433,0.5917,0.1028,0.1018,0.7548,0.8533,0.1026,0.1359,0
user_004009,1890,1,1,1,808,559,1.4454,253,1,0.7112,0.2898,7.4409,6.42,0.6424,1294,0.3238,6.69,0.127,0.1429,0.669,0.1404,0.2411,0.8548,0.8988,0.0571,0.2411,0
user_004010,35,0,1,0,368,4453,0.0826,41,0,0.2797,0.8561,0.8333,24.86,0.2339,137,0.939,0.27,0.6008,0.5264,0.0102,0.6739,0.8887,0.289,0.1043,0.7279,0.6684,1
user_004011,1793,1,1,1,870,286,3.042,183,0,0.8809,0.128,9.7446,5.71,0.7709,955,0.1462,12.75,0.1007,0.1832,0.3513,0.0602,0.2988,0.9499,0.6671,0.0834,0.0896,0
user_004012,1192,1,1,1,1844,686,2.688,57,1,0.7316,0.1115,20.5517,4.88,0.9049,1349,0.3048,11.17,0.1665,0.157,0.4861,0.1903,0.1369,0.8021,0.8573,0.2029,0.1767,0
user_004013,1323,1,1,1,2462,289,8.519,358,0,0.6159,0.2473,3.6852,6.92,0.6745,1782,0.1922,9.98,0.17,0.1123,0.6693,0.2043,0.214,0.6861,0.6222,0.2276,0.1652,0
user_004014,256,1,1,1,537,1404,0.3825,184,1,0.9284,0.1017,1.3838,5.69,0.7662,1813,0.1426,6.98,0.1514,0.062,0.6772,0.2007,0.0846,0.8341,0.6107,0.2959,0.1563,0
user_004015,726,1,1,1,2393,219,10.9269,198,1,0.6741,0.0873,3.6482,2.68,0.6828,1194,0.3062,14.07,0.193,0.1763,0.6455,0.1396,0.2074,0.8093,0.7077,0.1155,0.0838,0
user_004016,118,0,1,0,248,2317,0.107,8,0,0.1172,0.9138,13.1111,24.54,0.2152,66,0.8944,1.94,0.62,0.3457,0.089,0.6992,0.7008,0.2609,0.1509,0.7119,0.4733,1
user_004017,597,1,1,1,788,1015,0.7764,407,1,0.5898,0.2094,1.4632,7.44,0.9279,1000,0.396,4.11,0.2286,0.0135,0.6691,0.0718,0.2466,0.8505,0.6158,0.2303,0.2439,0
user_004018,1982,1,0,0,842,144,5.8472,271,1,0.7057,0.1503,7.2868,1.19,0.612,1592,0.3997,9.92,0.1666,0.0406,0.3413,0.1723,0.2698,0.901,0.929,0.0558,0.1623,0
user_004019,139,1,0,0,47,865,0.0543,49,0,0.111,0.7464,2.78,35.94,0.1437,139,0.8062,0.26,0.6313,0.472,0.0763,0.3341,0.898,0.2458,0.1912,0.7086,0.595,1
user_004020,1930,1,1,1,1958,1422,1.3769,76,1,0.9365,0.2075,25.0649,2.93,0.6835,467,0.3064,8.05,0.1704,0.1766,0.4553,0.2178,0.0946,0.7167,0.8812,0.0576,0.2341,0
user_004021,1618,0,1,0,538,68,7.9118,239,1,0.9062,0.1729,6.7417,1.74,0.6865,1829,0.1117,3.14,0.2635,0.1059,0.5454,0.0528,0.1758,0.7003,0.8646,0.1371,0.1213,0
user_004022,102,0,0,0,445,934,0.4764,12,0,0.257,0.6032,7.8462,48.89,0.2128,48,0.8069,1.02,0.7811,0.3123,0.0941,0.5521,0.825,0.2879,0.3392,0.7839,0.5268,1
user_004023,34,0,0,0,266,4019,0.0662,24,1,0.1354,0.6158,1.36,48.14,0.3497,73,0.8972,0.22,0.868,0.4526,0.0423,0.5711,0.919,0.1125,0.1359,0.6023,0.7711,1
user_004024,126,0,0,0,229,3982,0.0575,18,0,0.1827,0.7161,6.6316,32.46,0.2037,87,0.8061,0.35,0.6426,0.7946,0.0359,0.5952,0.8736,0.2474,0.1012,0.7911,0.7808,1
user_004025,24,0,0,0,99,1960,0.0505,36,0,0.0579,0.8238,0.6486,31.08,0.1435,27,0.7929,1.63,0.855,0.3618,0.1375,0.3936,0.8688,0.2953,0.2171,0.535,0.757,1
user_004026,487,1,1,1,2915,447,6.5213,734,1,0.8651,0.1082,0.6626,5.47,0.6806,651,0.1651,3.22,0.3927,0.1917,0.4281,0.0978,0.0887,0.8405,0.8644,0.1551,0.0986,0
user_004027,298,0,0,0,2653,561,4.7291,393,1,0.6563,0.1891,0.7563,1.49,0.9077,1073,0.2692,11.85,0.2314,0.1181,0.5471,0.1208,0.2902,0.8109,0.9467,0.1581,0.0565,0
user_004028,1783,1,1,1,2320,275,8.4364,122,0,0.5651,0.0634,14.4959,5.98,0.8909,1269,0.2362,8.26,0.1521,0.1713,0.609,0.2327,0.1814,0.8352,0.8639,0.1986,0.1908,0
user_004029,1329,0,1,0,2434,976,2.4939,793,1,0.6226,0.0782,1.6738,7.41,0.7181,1941,0.1469,13.72,0.1234,0.1365,0.3688,0.2112,0.1928,0.8062,0.7211,0.1208,0.1427,0
user_004030,24,0,1,0,189,3440,0.0549,22,0,0.081,0.7512,1.0435,49.35,0.175,31,0.7852,0.51,0.611,0.4415,0.0571,0.646,0.6048,0.1792,0.3382,0.8408,0.7527,1
user_004031,956,1,1,1,1288,1281,1.0055,643,1,0.6802,0.2392,1.4845,5.19,0.9106,1521,0.2954,3.51,0.1454,0.089,0.6772,0.1789,0.1388,0.7603,0.896,0.1856,0.0596,0
user_004032,1245,1,0,0,585,1037,0.5641,341,1,0.5198,0.2581,3.6404,5.13,0.7643,1821,0.2996,10.8,0.1804,0.1498,0.4689,0.1767,0.2076,0.9085,0.836,0.2177,0.1693,0
user_004033,1813,1,1,1,383,598,0.6405,614,0,0.776,0.1033,2.948,2.78,0.8378,474,0.1846,13.52,0.3765,0.0175,0.3648,0.1217,0.2291,0.6522,0.6542,0.1864,0.168,0
user_004034,1648,0,1,0,1581,1272,1.2429,664,1,0.923,0.2035,2.4782,1.47,0.6904,528,0.1758,5.7,0.2836,0.0545,0.4707,0.141,0.1013,0.6216,0.8683,0.2459,0.1697,0
user_004035,1254,1,1,1,1709,526,3.249,706,0,0.5007,0.2959,1.7737,1.28,0.9031,1638,0.3779,9.94,0.3797,0.0352,0.416,0.2172,0.2908,0.9117,0.772,0.2527,0.0902,0
user_004036,723,0,1,0,1920,698,2.7507,247,1,0.7641,0.2759,2.9153,6.49,0.6559,1617,0.1973,14.17,0.3839,0.0996,0.5915,0.0923,0.1345,0.8304,0.8354,0.2772,0.2009,0
user_004037,87,0,1,0,322,3693,0.0872,18,0,0.2039,0.7275,4.5789,38.45,0.1667,143,0.9699,1.36,0.6312,0.4752,0.101,0.5866,0.774,0.1756,0.2673,0.5336,0.7168,1
user_004038,96,1,0,0,424,1256,0.3376,36,0,0.1591,0.62,2.5946,30.51,0.3708,135,0.9795,1.03,0.6896,0.5414,0.1383,0.5003,0.6511,0.2625,0.1969,0.7599,0.4965,1
user_004039,1483,1,1,1,2942,1182,2.489,500,1,0.9363,0.2843,2.9601,7.59,0.8874,1466,0.3642,7.95,0.2521,0.0212,0.5137,0.2222,0.0932,0.7604,0.8251,0.0621,0.0573,0
user_004040,134,0,1,0,477,3213,0.1485,19,1,0.2765,0.7015,6.7,37.69,0.1918,144,0.892,1.37,0.7659,0.5782,0.1288,0.3428,0.6229,0.2969,0.251,0.5744,0.6088,1
user_004041,179,0,0,0,388,2903,0.1337,18,0,0.2471,0.7903,9.4211,40.66,0.3771,30,0.7533,0.64,0.7527,0.4314,0.0362,0.5546,0.7269,0.281,0.1999,0.6655,0.5505,1
user_004042,48,1,0,0,287,3695,0.0777,5,1,0.1792,0.8274,8.0,40.76,0.1856,111,0.8961,0.94,0.7193,0.7868,0.1481,0.578,0.7345,0.3255,0.2698,0.718,0.4527,1
user_004043,110,0,0,0,362,4178,0.0866,28,0,0.0834,0.7138,3.7931,32.89,0.1344,79,0.7841,1.21,0.6497,0.6693,0.0856,0.6737,0.8405,0.3945,0.3031,0.712,0.49,1
user_004044,1410,1,1,1,1521,821,1.8526,788,1,0.5773,0.1171,1.7871,2.99,0.6627,1262,0.2231,11.9,0.1261,0.033,0.4803,0.0577,0.1474,0.8632,0.8291,0.1379,0.0518,0
user_004045,435,1,1,1,2748,377,7.2891,315,1,0.5787,0.18,1.3766,6.16,0.932,1437,0.2633,14.23,0.2147,0.1309,0.5301,0.2183,0.1749,0.7937,0.7588,0.0851,0.2273,0
user_004046,10,0,1,0,80,3611,0.0222,46,0,0.2229,0.6711,0.2128,17.29,0.1878,89,0.8468,0.72,0.9292,0.7754,0.0178,0.6942,0.6605,0.1994,0.3093,0.7751,0.4233,1
user_004047,21,0,0,0,348,1263,0.2755,39,0,0.2266,0.9367,0.525,15.07,0.3367,127,0.9997,0.13,0.7941,0.5605,0.0527,0.5929,0.6899,0.1872,0.1451,0.7856,0.468,1
user_004048,7,0,0,0,88,848,0.1038,11,0,0.2597,0.8583,0.5833,26.99,0.1361,67,0.907,1.52,0.8616,0.525,0.1362,0.3496,0.9356,0.102,0.2921,0.5745,0.4258,1
user_004049,1710,1,1,1,1240,1139,1.0887,167,1,0.8222,0.2856,10.1786,6.36,0.945,890,0.2832,13.15,0.2192,0.1978,0.3877,0.1845,0.2506,0.805,0.7016,0.1903,0.1509,0
user_004050,901,1,1,1,1332,160,8.325,753,1,0.8128,0.299,1.195,2.9,0.8225,1295,0.172,12.47,0.1306,0.1594,0.5313,0.1421,0.2676,0.7395,0.6957,0.1858,0.1616,0
user_004051,689,1,0,0,2687,218,12.3257,496,1,0.6428,0.165,1.3863,6.55,0.6597,1256,0.1133,7.78,0.3991,0.0926,0.4677,0.1876,0.0622,0.7238,0.7866,0.171,0.1785,0
user_004052,698,1,1,1,1830,237,7.7215,242,1,0.9187,0.2314,2.8724,2.24,0.8745,860,0.2553,7.98,0.1819,0.0081,0.6037,0.1949,0.1915,0.9409,0.9035,0.1907,0.2341,0
user_004053,1581,1,0,0,2370,1367,1.7337,257,1,0.5882,0.2046,6.1279,6.59,0.8932,792,0.2963,11.9,0.2879,0.1878,0.4569,0.161,0.2891,0.9149,0.6108,0.138,0.1978,0
user_004054,1837,1,1,1,2400,1496,1.6043,888,1,0.8443,0.1032,2.0664,1.57,0.8751,1498,0.3061,13.75,0.1627,0.0984,0.5262,0.0671,0.1734,0.9013,0.6183,0.2106,0.2478,0
user_004055,1628,1,1,1,1565,1271,1.2313,55,1,0.8012,0.1981,29.0714,3.41,0.9425,1827,0.2193,6.05,0.3875,0.0402,0.58,0.2345,0.2174,0.6232,0.9241,0.087,0.09,0
user_004056,11,0,0,0,27,4943,0.0055,1,0,0.1803,0.6397,5.5,27.29,0.2081,97,0.7857,0.49,0.7116,0.3066,0.1195,0.3554,0.671,0.2968,0.2576,0.8305,0.4548,1
user_004057,579,1,0,0,2910,1248,2.3317,888,1,0.7895,0.2195,0.6513,5.0,0.9085,501,0.361,14.8,0.1938,0.1949,0.4738,0.1727,0.2509,0.7258,0.6729,0.1183,0.2177,0
user_004058,159,0,0,0,254,595,0.4269,11,0,0.2561,0.8115,13.25,20.16,0.3744,120,0.8453,1.28,0.8545,0.4441,0.1309,0.4457,0.6913,0.3099,0.19,0.7025,0.5321,1
user_004059,136,0,0,0,19,3939,0.0048,36,0,0.0593,0.8984,3.6757,32.73,0.2644,103,0.7653,1.09,0.678,0.5076,0.0978,0.3943,0.9093,0.1881,0.1759,0.8685,0.5557,1
user_004060,1282,1,1,1,2063,130,15.8692,555,1,0.82,0.1257,2.3058,6.87,0.9367,1492,0.253,10.48,0.3732,0.1261,0.6457,0.1545,0.2224,0.9232,0.8371,0.1707,0.1686,0
user_004061,326,0,0,0,724,410,1.7659,931,1,0.8438,0.0763,0.3498,4.19,0.7684,896,0.3809,4.91,0.1268,0.0326,0.3562,0.1763,0.0891,0.822,0.6968,0.1121,0.2295,0
user_004062,717,1,1,1,1327,590,2.2492,966,1,0.8906,0.2558,0.7415,5.41,0.8832,1768,0.3598,5.95,0.1372,0.1947,0.316,0.1332,0.1733,0.8488,0.8839,0.1894,0.0558,0
user_004063,3,0,1,0,480,961,0.4995,48,0,0.0674,0.6976,0.0612,39.51,0.2124,53,0.7294,0.37,0.6445,0.3211,0.0432,0.309,0.8462,0.2849,0.143,0.8449,0.5143,1
user_004064,1979,0,1,0,889,1160,0.7664,890,0,0.7927,0.2597,2.2211,5.97,0.731,372,0.1408,11.54,0.3154,0.1225,0.4942,0.2405,0.1666,0.7166,0.7802,0.2502,0.0826,0
user_004065,877,1,1,1,1302,181,7.1934,649,0,0.5424,0.1034,1.3492,5.8,0.6742,372,0.3696,6.19,0.1316,0.0823,0.6175,0.0716,0.0748,0.6857,0.8424,0.1436,0.1973,0
user_004066,797,1,1,1,1362,1342,1.0149,336,1,0.5184,0.0936,2.365,6.44,0.7862,611,0.1099,9.08,0.3262,0.1915,0.6374,0.1042,0.1368,0.7819,0.8398,0.2341,0.2199,0
user_004067,931,1,1,1,2968,162,18.321,279,1,0.6876,0.0743,3.325,6.92,0.6594,1225,0.2178,9.67,0.3462,0.1055,0.4749,0.0764,0.1898,0.6347,0.6367,0.1628,0.1539,0
user_004068,159,1,0,0,18,3800,0.0047,27,0,0.1526,0.6886,5.6786,23.95,0.3847,115,0.7549,0.58,0.8433,0.4544,0.034,0.4658,0.6411,0.2196,0.3156,0.6492,0.6057,1
user_004069,158,0,0,0,180,1031,0.1746,3,0,0.1869,0.7236,39.5,39.3,0.299,133,0.8511,0.59,0.7524,0.5561,0.0402,0.392,0.8771,0.1959,0.3434,0.6746,0.6435,1
user_004070,912,1,1,1,957,1449,0.6605,891,1,0.6467,0.2781,1.0224,1.49,0.6992,732,0.1716,13.0,0.199,0.0226,0.5077,0.1523,0.0598,0.8513,0.6496,0.1034,0.1625,0
user_004071,1,1,1,1,33,4557,0.0072,42,1,0.0866,0.639,0.0233,40.73,0.2413,114,0.885,0.97,0.6081,0.3856,0.1389,0.6914,0.7723,0.3696,0.2196,0.5637,0.4342,1
user_004072,120,0,0,0,348,2183,0.1594,1,0,0.1657,0.8642,60.0,31.34,0.2001,125,0.7771,0.66,0.8093,0.7687,0.1059,0.4149,0.8246,0.1417,0.2067,0.8555,0.4996,1
user_004073,532,1,1,1,2674,816,3.277,589,1,0.9117,0.1371,0.9017,5.42,0.7946,1470,0.2924,11.62,0.1287,0.0658,0.4838,0.1705,0.2507,0.9419,0.6288,0.2104,0.077,0
user_004074,595,0,1,0,2553,449,5.686,430,1,0.8521,0.2759,1.3805,6.94,0.7784,1540,0.1415,11.63,0.3903,0.1306,0.6507,0.0553,0.1526,0.8015,0.7418,0.2286,0.0943,0
user_004075,1156,1,1,1,2305,1447,1.593,625,1,0.6052,0.1746,1.8466,4.41,0.8262,1737,0.1971,4.1,0.313,0.0577,0.5804,0.1231,0.0539,0.6553,0.8721,0.1042,0.096,0
user_004076,1869,1,1,1,2795,1445,1.9343,325,1,0.5538,0.1461,5.7331,4.5,0.9164,1004,0.1883,5.38,0.2647,0.1543,0.6748,0.1102,0.2258,0.8759,0.7673,0.2803,0.0546,0
user_004077,97,0,1,0,104,4511,0.0231,17,1,0.155,0.8381,5.3889,42.17,0.1992,149,0.7008,0.55,0.8385,0.5214,0.0983,0.3903,0.8133,0.1734,0.2765,0.5626,0.5158,1
user_004078,266,1,1,1,2383,382,6.2382,516,1,0.5821,0.1611,0.5145,4.53,0.6932,1279,0.2485,4.7,0.1932,0.0045,0.4625,0.0682,0.2152,0.9194,0.8592,0.1019,0.1514,0
user_004079,119,0,1,0,190,3092,0.0614,39,0,0.2457,0.7952,2.975,40.89,0.3355,130,0.7358,1.62,0.6312,0.4985,0.0592,0.3627,0.6376,0.1868,0.2716,0.5823,0.7881,1
user_004080,1754,1,1,1,596,99,6.0202,931,1,0.8095,0.2683,1.882,1.7,0.8923,1425,0.399,8.83,0.3742,0.1057,0.4591,0.192,0.2896,0.7316,0.9027,0.2149,0.1257,0
user_004081,1907,1,1,1,2406,1189,2.0235,70,1,0.9226,0.2379,26.8592,4.57,0.8906,1810,0.1128,14.88,0.2672,0.1012,0.5938,0.0763,0.1071,0.9297,0.6724,0.1341,0.0992,0
user_004082,1451,1,0,0,2754,1474,1.8684,667,1,0.7888,0.1017,2.1722,5.62,0.9401,782,0.1946,5.45,0.2936,0.1171,0.6577,0.2077,0.0752,0.9105,0.642,0.0992,0.1511,0
user_004083,541,1,1,1,786,582,1.3505,937,0,0.7824,0.2844,0.5768,3.19,0.8049,1652,0.1911,10.11,0.2743,0.1545,0.4214,0.1919,0.2705,0.9003,0.763,0.2153,0.2163,0
user_004084,1207,1,0,0,2279,1094,2.0832,903,1,0.8695,0.127,1.3352,3.4,0.8862,650,0.3605,11.7,0.2364,0.0623,0.5329,0.0506,0.2333,0.8809,0.6426,0.1507,0.079,0
user_004085,85,0,0,0,489,2354,0.2077,24,0,0.0582,0.8767,3.4,47.38,0.1287,73,0.7948,1.39,0.9452,0.3042,0.0865,0.5624,0.73,0.133,0.2553,0.5188,0.7694,1
user_004086,423,1,0,0,2135,1484,1.4387,812,1,0.8554,0.1315,0.5203,3.35,0.7752,1966,0.209,3.76,0.3769,0.0634,0.6183,0.1203,0.1737,0.7308,0.6285,0.1324,0.2411,0
user_004087,898,1,1,1,1434,1134,1.2646,310,1,0.831,0.1863,2.8875,4.76,0.9412,1487,0.221,10.68,0.3477,0.0921,0.4767,0.1077,0.2905,0.9304,0.763,0.1318,0.0756,0
user_004088,185,0,1,0,1594,349,4.5673,349,1,0.9204,0.1008,0.5286,3.9,0.934,1900,0.3159,7.51,0.366,0.0729,0.392,0.0892,0.2745,0.901,0.7491,0.1102,0.1069,0
user_004089,743,1,1,1,1798,356,5.0506,742,1,0.8599,0.1997,1.0,6.69,0.7121,962,0.2245,7.44,0.3363,0.1261,0.6073,0.2059,0.2091,0.8956,0.8542,0.1944,0.2022,0
user_004090,1063,1,1,1,200,1036,0.1931,129,1,0.7972,0.0999,8.1769,7.07,0.8443,1917,0.2108,13.02,0.3788,0.1679,0.5764,0.1934,0.0801,0.687,0.7274,0.0625,0.2143,0
user_004091,1301,1,1,1,2515,722,3.4834,775,1,0.8597,0.119,1.6765,3.27,0.7407,314,0.378,8.28,0.1904,0.0486,0.4026,0.0514,0.1085,0.7032,0.8715,0.1871,0.1162,0
user_004092,1453,1,0,0,2813,1466,1.9188,994,1,0.7512,0.2469,1.4603,2.24,0.8856,1919,0.2553,14.86,0.3102,0.1774,0.6893,0.1444,0.2083,0.9199,0.8014,0.0632,0.1894,0
user_004093,152,1,0,0,374,3449,0.1084,49,1,0.2786,0.9431,3.04,25.61,0.2621,140,0.867,0.88,0.9454,0.7433,0.0954,0.5591,0.85,0.2811,0.2769,0.8266,0.7912,1
user_004094,141,0,1,0,154,4136,0.0372,1,0,0.2832,0.6906,70.5,26.1,0.3725,69,0.964,0.68,0.7745,0.6214,0.1005,0.692,0.6122,0.3111,0.3114,0.7353,0.7903,1
user_004095,1646,1,1,1,2332,1227,1.9006,960,1,0.7379,0.271,1.7128,5.41,0.8079,1782,0.166,6.83,0.3208,0.0811,0.479,0.1694,0.0583,0.6107,0.621,0.1057,0.2463,0
user_004096,1041,1,1,1,1144,461,2.4816,444,1,0.6095,0.2572,2.3393,6.05,0.7964,1124,0.1302,5.9,0.2658,0.1559,0.6476,0.1353,0.294,0.8708,0.7409,0.1479,0.138,0
user_004097,46,0,1,0,100,4398,0.0227,15,1,0.0836,0.7867,2.875,22.57,0.3269,80,0.8215,0.94,0.6607,0.7417,0.0509,0.6034,0.6267,0.109,0.3489,0.5492,0.7063,1
user_004098,86,1,0,0,192,2116,0.0907,14,1,0.1684,0.6335,5.7333,23.17,0.1143,67,0.8904,0.52,0.9469,0.7679,0.1439,0.3667,0.8285,0.2969,0.1888,0.8461,0.7129,1
user_004099,47,1,0,0,475,3981,0.1193,14,0,0.2236,0.8607,3.1333,17.26,0.1193,71,0.9393,1.83,0.8702,0.4202,0.1456,0.4069,0.8545,0.2588,0.1306,0.8709,0.6352,1
user_004100,1311,1,1,1,2912,539,5.4026,541,1,0.7373,0.1295,2.4188,4.47,0.8948,1339,0.1522,9.19,0.317,0.0309,0.4415,0.1969,0.2141,0.9498,0.6607,0.136,0.0896,0
user_004101,1382,1,1,1,1894,92,20.587,819,1,0.7438,0.1946,1.6854,6.82,0.6039,1622,0.2977,14.09,0.1815,0.1913,0.5193,0.1506,0.0758,0.9344,0.877,0.0508,0.2086,0
user_004102,1954,1,1,1,2042,1160,1.7603,962,1,0.842,0.2777,2.0291,3.67,0.7968,1104,0.3016,10.09,0.1036,0.1285,0.353,0.2152,0.2184,0.6181,0.7861,0.2513,0.216,0
user_004103,842,1,1,1,1758,707,2.4866,978,1,0.7858,0.1895,0.8601,2.84,0.7447,466,0.2299,6.35,0.3529,0.074,0.3507,0.2016,0.2091,0.7082,0.6529,0.1599,0.0632,0
user_004104,472,1,1,1,1908,656,2.9085,751,1,0.5268,0.2746,0.6277,2.0,0.7391,1648,0.2387,4.63,0.3375,0.1375,0.6765,0.1206,0.1576,0.7224,0.622,0.0637,0.2023,0
user_004105,1646,1,1,1,793,853,0.9297,622,1,0.9112,0.0514,2.6421,5.56,0.7349,306,0.1591,5.55,0.127,0.1054,0.69,0.2108,0.1008,0.874,0.9438,0.2588,0.1437,0
user_004106,322,1,1,1,1455,447,3.255,115,1,0.8998,0.0552,2.7759,7.91,0.6671,1295,0.1159,3.67,0.1818,0.113,0.6604,0.064,0.1865,0.7456,0.9462,0.0968,0.1239,0
user_004107,363,1,1,1,2777,218,12.7385,549,1,0.9098,0.1024,0.66,7.76,0.8378,1630,0.1311,14.64,0.3325,0.0288,0.6259,0.1988,0.1935,0.871,0.6494,0.2304,0.1782,0
user_004108,688,1,1,1,2196,1185,1.8532,270,1,0.6796,0.256,2.5387,4.05,0.8578,1001,0.2745,6.01,0.2837,0.1391,0.3073,0.1617,0.243,0.6399,0.7372,0.1239,0.1776,0
user_004109,43,0,0,0,284,4969,0.0572,49,1,0.1961,0.8242,0.86,36.59,0.1712,57,0.8784,0.48,0.9387,0.6175,0.0421,0.4786,0.7263,0.1367,0.1712,0.7215,0.4352,1
user_004110,1225,1,1,1,296,1053,0.2811,313,1,0.629,0.2148,3.9013,6.52,0.6059,1915,0.1103,10.96,0.1935,0.027,0.6285,0.1712,0.1866,0.8928,0.6928,0.0535,0.2397,0
user_004111,998,1,1,1,1895,305,6.2131,678,1,0.9315,0.0715,1.4698,4.72,0.9305,1771,0.3093,10.76,0.1681,0.1473,0.519,0.1463,0.1085,0.6437,0.68,0.1763,0.2429,0
user_004112,316,1,1,1,2617,1417,1.8469,923,1,0.9013,0.1407,0.342,1.53,0.7878,1117,0.2538,13.97,0.1656,0.0922,0.6792,0.2203,0.1851,0.6843,0.7911,0.2589,0.1862,0
user_004113,1211,1,1,1,1823,571,3.1926,937,1,0.6413,0.1847,1.291,3.37,0.9074,1161,0.1506,8.94,0.3943,0.0764,0.4954,0.1773,0.2232,0.7578,0.628,0.2598,0.1604,0
user_004114,823,1,1,1,2295,511,4.4912,68,1,0.9435,0.2031,11.9275,2.36,0.6061,1423,0.2284,10.47,0.1584,0.0168,0.3895,0.1569,0.0826,0.6537,0.9136,0.0723,0.1898,0
user_004115,1206,1,0,0,924,364,2.5385,876,0,0.8696,0.207,1.3751,4.19,0.7772,930,0.3464,8.96,0.2375,0.1267,0.4827,0.1368,0.2497,0.926,0.7922,0.1223,0.2399,0
user_004116,36,1,0,0,228,1972,0.1156,28,0,0.1107,0.7379,1.2414,41.84,0.2622,116,0.8595,1.62,0.6107,0.7485,0.1153,0.6186,0.7877,0.3085,0.2605,0.8252,0.6818,1
user_004117,1580,1,1,1,925,378,2.4471,262,1,0.94,0.291,6.0076,4.04,0.8983,1987,0.1609,6.87,0.1822,0.0487,0.3323,0.1366,0.1112,0.9364,0.8106,0.1655,0.1176,0
user_004118,1711,0,1,0,294,743,0.3957,131,0,0.8651,0.1319,12.9621,4.5,0.8733,837,0.1719,3.75,0.3152,0.0469,0.5095,0.0679,0.192,0.6075,0.7869,0.2584,0.1661,0
user_004119,52,0,0,0,114,1996,0.0571,12,0,0.1777,0.6576,4.0,37.37,0.3896,42,0.9032,1.79,0.7595,0.5767,0.1048,0.4976,0.6571,0.1881,0.107,0.7734,0.5118,1
user_004120,9,0,1,0,244,3629,0.0672,35,1,0.051,0.8968,0.25,34.56,0.2117,27,0.7082,1.38,0.6893,0.7339,0.0818,0.6128,0.6362,0.3623,0.1475,0.7273,0.6439,1
user_004121,902,1,1,1,1164,174,6.6897,324,1,0.9452,0.2267,2.7754,5.1,0.9349,488,0.1684,4.13,0.1476,0.1184,0.5689,0.2048,0.1257,0.7297,0.8789,0.0864,0.2222,0
user_004122,615,1,0,0,1552,1126,1.3783,485,1,0.6611,0.2239,1.2654,3.72,0.6085,926,0.2798,10.01,0.3054,0.1138,0.5317,0.1696,0.1305,0.8638,0.7254,0.2119,0.1953,0
user_004123,537,1,0,0,1447,904,1.6007,654,1,0.5488,0.2119,0.8198,2.95,0.9118,613,0.2433,11.07,0.1815,0.1859,0.4479,0.1579,0.2041,0.689,0.7109,0.1756,0.1042,0
user_004124,546,1,1,1,2304,1323,1.7415,382,1,0.9282,0.2254,1.4256,7.06,0.9299,810,0.3341,5.44,0.2146,0.0801,0.3683,0.1621,0.2365,0.6882,0.8542,0.2563,0.053,0
user_004125,72,0,1,0,41,1246,0.0329,39,0,0.0533,0.7516,1.8,38.13,0.1543,50,0.7894,0.39,0.9416,0.589,0.0515,0.5069,0.8104,0.1994,0.2918,0.516,0.4966,1
